segment_id,track_id,original_audio_id,label,score,run_id,trial_id,split,model,segment_threshold,track_threshold
seg_000006,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.05404173582792282,cnn_revised_20260919T110440Z,cnn_s1_07,val,Log-Mel CNN,0.19707289338111877,0.2839523454507192
seg_000007,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.0430169403553009,cnn_revised_20260919T110440Z,cnn_s1_07,val,Log-Mel CNN,0.19707289338111877,0.2839523454507192
seg_000008,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.02366066351532936,cnn_revised_20260919T110440Z,cnn_s1_07,val,Log-Mel CNN,0.19707289338111877,0.2839523454507192
seg_000039,sample_00013,Agora - Malaventura,0,0.13350917398929596,cnn_revised_20260919T110440Z,cnn_s1_07,val,Log-Mel CNN,0.19707289338111877,0.2839523454507192
seg_000040,sample_00013,Agora - Malaventura,0,0.08849918097257614,cnn_revised_20260919T110440Z,cnn_s1_07,val,Log-Mel CNN,0.19707289338111877,0.2839523454507192
seg_000041,sample_00013,Agora - Malaventura,0,0.17198793590068817,cnn_revised_20260919T110440Z,cnn_s1_07,val,Log-Mel CNN,0.19707289338111877,0.2839523454507192
seg_000081,sample_00027,Beyond Luxury - Mors Ontologica,0,0.007076521869748831,cnn_revised_20260919T110440Z,cnn_s1_07,val,Log-Mel CNN,0.19707289338111877,0.2839523454507192
seg_000082,sample_00027,Beyond Luxury - Mors Ontologica,0,0.00996418483555317,cnn_revised_20260919T110440Z,cnn_s1_07,val,Log-Mel CNN,0.19707289338111877,0.2839523454507192
seg_000083,sample_00027,Beyond Luxury - Mors Ontologica,0,0.025895381346344948,cnn_revised_20260919T110440Z,cnn_s1_07,val,Log-Mel CNN,0.19707289338111877,0.2839523454507192
seg_000129,sample_00043,CopperNickle - UncleBibby,0,0.008159296587109566,cnn_revised_20260919T110440Z,cnn_s1_07,val,Log-Mel CNN,0.19707289338111877,0.2839523454507192
seg_000130,sample_00043,CopperNickle - UncleBibby,0,0.01810230128467083,cnn_revised_20260919T110440Z,cnn_s1_07,val,Log-Mel CNN,0.19707289338111877,0.2839523454507192
seg_000131,sample_00043,CopperNickle - UncleBibby,0,0.003168119816109538,cnn_revised_20260919T110440Z,cnn_s1_07,val,Log-Mel CNN,0.19707289338111877,0.2839523454507192
seg_000141,sample_00047,Daylight Savings - My brother Daniel,0,0.3648393154144287,cnn_revised_20260919T110440Z,cnn_s1_07,val,Log-Mel CNN,0.19707289338111877,0.2839523454507192
seg_000142,sample_00047,Daylight Savings - My brother Daniel,0,0.46399199962615967,cnn_revised_20260919T110440Z,cnn_s1_07,val,Log-Mel CNN,0.19707289338111877,0.2839523454507192
seg_000143,sample_00047,Daylight Savings - My brother Daniel,0,0.3306005597114563,cnn_revised_20260919T110440Z,cnn_s1_07,val,Log-Mel CNN,0.19707289338111877,0.2839523454507192
seg_000177,sample_00059,Empty Pockets - Pete Prodoehl,0,0.01956227794289589,cnn_revised_20260919T110440Z,cnn_s1_07,val,Log-Mel CNN,0.19707289338111877,0.2839523454507192
