segment_id,track_id,original_audio_id,label,score,run_id,trial_id,split,model,segment_threshold,track_threshold
seg_000006,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.10155738890171051,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000007,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.15178997814655304,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000008,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.07047341763973236,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000039,sample_00013,Agora - Malaventura,0,0.12170424312353134,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000040,sample_00013,Agora - Malaventura,0,0.12319821864366531,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000041,sample_00013,Agora - Malaventura,0,0.30025601387023926,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000081,sample_00027,Beyond Luxury - Mors Ontologica,0,4.0059643652057275e-05,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000082,sample_00027,Beyond Luxury - Mors Ontologica,0,0.0003947163058910519,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000083,sample_00027,Beyond Luxury - Mors Ontologica,0,0.0008248533704318106,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000129,sample_00043,CopperNickle - UncleBibby,0,0.0002904625434894115,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000130,sample_00043,CopperNickle - UncleBibby,0,0.000868644448928535,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000131,sample_00043,CopperNickle - UncleBibby,0,0.0004973708419129252,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000141,sample_00047,Daylight Savings - My brother Daniel,0,0.004453323781490326,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000142,sample_00047,Daylight Savings - My brother Daniel,0,0.02710668183863163,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000143,sample_00047,Daylight Savings - My brother Daniel,0,0.012740472331643105,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000177,sample_00059,Empty Pockets - Pete Prodoehl,0,0.00014966377057135105,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000178,sample_00059,Empty Pockets - Pete Prodoehl,0,0.009089137427508831,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000179,sample_00059,Empty Pockets - Pete Prodoehl,0,0.027360830456018448,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000195,sample_00065,Evil Cannot Create - Caleb Lemond,0,0.028946874663233757,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000196,sample_00065,Evil Cannot Create - Caleb Lemond,0,0.4425392746925354,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000197,sample_00065,Evil Cannot Create - Caleb Lemond,0,0.14635474979877472,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000201,sample_00067,Fear - Los Fancy Free,0,0.00015604945656377822,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000202,sample_00067,Fear - Los Fancy Free,0,0.000772646046243608,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000203,sample_00067,Fear - Los Fancy Free,0,0.0004549585864879191,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000204,sample_00068,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,0,0.9194551706314087,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000205,sample_00068,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,0,0.9027968049049377,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000206,sample_00068,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,0,0.8833552002906799,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000240,sample_00080,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,0,0.0029892923776060343,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000241,sample_00080,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,0,0.0003870608052238822,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000242,sample_00080,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,0,4.183000419288874e-05,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000285,sample_00095,I Fell - Mod Fun,0,2.626580317155458e-05,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000286,sample_00095,I Fell - Mod Fun,0,0.00027948577189818025,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000287,sample_00095,I Fell - Mod Fun,0,0.00039234981522895396,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000297,sample_00099,If You're Ther - Nicola Ratti,0,0.02427018992602825,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000298,sample_00099,If You're Ther - Nicola Ratti,0,0.0031816561240702868,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000299,sample_00099,If You're Ther - Nicola Ratti,0,0.0005770744173787534,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000342,sample_00114,Kumorizoranohajimarutokoro - Hosomi,0,7.693519364693202e-06,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000343,sample_00114,Kumorizoranohajimarutokoro - Hosomi,0,0.0005828366847708821,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000344,sample_00114,Kumorizoranohajimarutokoro - Hosomi,0,0.0035961370449513197,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000384,sample_00128,Lights Up - Pipe Choir,0,0.0009593646973371506,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000385,sample_00128,Lights Up - Pipe Choir,0,0.0030768699944019318,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000386,sample_00128,Lights Up - Pipe Choir,0,0.0004431263078004122,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000399,sample_00133,Loved Ones - Rowan Box,0,0.001356550375930965,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000400,sample_00133,Loved Ones - Rowan Box,0,0.0032836347818374634,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000401,sample_00133,Loved Ones - Rowan Box,0,0.0010117404162883759,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000408,sample_00136,March of the GPA Mechanics - [t]ghost,0,0.06733259558677673,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000409,sample_00136,March of the GPA Mechanics - [t]ghost,0,0.11510106176137924,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000410,sample_00136,March of the GPA Mechanics - [t]ghost,0,0.011388111859560013,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000426,sample_00142,Morning Bell - Nihilore,0,0.000521944893989712,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000427,sample_00142,Morning Bell - Nihilore,0,0.0013938287738710642,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000428,sample_00142,Morning Bell - Nihilore,0,0.0009728732984513044,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000441,sample_00147,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,0,0.0007837770390324295,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000442,sample_00147,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,0,0.0007652631029486656,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000443,sample_00147,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,0,0.0011259210295975208,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000453,sample_00151,New Life (take 1) - Bird Names,0,0.001020903466269374,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000454,sample_00151,New Life (take 1) - Bird Names,0,4.847060699830763e-05,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000455,sample_00151,New Life (take 1) - Bird Names,0,0.0002479699032846838,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
seg_000459,sample_00153,Night Drive - Decktonic,0,0.0016677218955010176,cnn_revised_20260919T110440Z,cnn_s2_12,val,Log-Mel CNN,0.142173171043396,0.2410693895071745
