segment_id,track_id,original_audio_id,label,score,run_id,trial_id,split,model,segment_threshold,track_threshold
seg_000006,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.02507159486413002,cnn_revised_20260919T110440Z,cnn_s1_02,val,Log-Mel CNN,0.1961877942085266,0.27336953828732174
seg_000007,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.052729129791259766,cnn_revised_20260919T110440Z,cnn_s1_02,val,Log-Mel CNN,0.1961877942085266,0.27336953828732174
seg_000008,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.025483861565589905,cnn_revised_20260919T110440Z,cnn_s1_02,val,Log-Mel CNN,0.1961877942085266,0.27336953828732174
seg_000039,sample_00013,Agora - Malaventura,0,0.09282743185758591,cnn_revised_20260919T110440Z,cnn_s1_02,val,Log-Mel CNN,0.1961877942085266,0.27336953828732174
seg_000040,sample_00013,Agora - Malaventura,0,0.14836280047893524,cnn_revised_20260919T110440Z,cnn_s1_02,val,Log-Mel CNN,0.1961877942085266,0.27336953828732174
seg_000041,sample_00013,Agora - Malaventura,0,0.18152078986167908,cnn_revised_20260919T110440Z,cnn_s1_02,val,Log-Mel CNN,0.1961877942085266,0.27336953828732174
seg_000081,sample_00027,Beyond Luxury - Mors Ontologica,0,0.0018330493476241827,cnn_revised_20260919T110440Z,cnn_s1_02,val,Log-Mel CNN,0.1961877942085266,0.27336953828732174
seg_000082,sample_00027,Beyond Luxury - Mors Ontologica,0,0.009797814302146435,cnn_revised_20260919T110440Z,cnn_s1_02,val,Log-Mel CNN,0.1961877942085266,0.27336953828732174
seg_000083,sample_00027,Beyond Luxury - Mors Ontologica,0,0.022910384461283684,cnn_revised_20260919T110440Z,cnn_s1_02,val,Log-Mel CNN,0.1961877942085266,0.27336953828732174
seg_000129,sample_00043,CopperNickle - UncleBibby,0,0.011600898578763008,cnn_revised_20260919T110440Z,cnn_s1_02,val,Log-Mel CNN,0.1961877942085266,0.27336953828732174
seg_000130,sample_00043,CopperNickle - UncleBibby,0,0.053736962378025055,cnn_revised_20260919T110440Z,cnn_s1_02,val,Log-Mel CNN,0.1961877942085266,0.27336953828732174
seg_000131,sample_00043,CopperNickle - UncleBibby,0,0.018927959725260735,cnn_revised_20260919T110440Z,cnn_s1_02,val,Log-Mel CNN,0.1961877942085266,0.27336953828732174
seg_000141,sample_00047,Daylight Savings - My brother Daniel,0,0.13631027936935425,cnn_revised_20260919T110440Z,cnn_s1_02,val,Log-Mel CNN,0.1961877942085266,0.27336953828732174
seg_000142,sample_00047,Daylight Savings - My brother Daniel,0,0.19177834689617157,cnn_revised_20260919T110440Z,cnn_s1_02,val,Log-Mel CNN,0.1961877942085266,0.27336953828732174
seg_000143,sample_00047,Daylight Savings - My brother Daniel,0,0.17152376472949982,cnn_revised_20260919T110440Z,cnn_s1_02,val,Log-Mel CNN,0.1961877942085266,0.27336953828732174
