segment_id,track_id,original_audio_id,label,score,run_id,trial_id,split,model,segment_threshold,track_threshold
seg_000006,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.07709629833698273,cnn_revised_20260919T110440Z,cnn_s1_04,val,Log-Mel CNN,0.19235201179981232,0.2720043659210205
seg_000007,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.09017904847860336,cnn_revised_20260919T110440Z,cnn_s1_04,val,Log-Mel CNN,0.19235201179981232,0.2720043659210205
seg_000008,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.08803393691778183,cnn_revised_20260919T110440Z,cnn_s1_04,val,Log-Mel CNN,0.19235201179981232,0.2720043659210205
seg_000039,sample_00013,Agora - Malaventura,0,0.11916542053222656,cnn_revised_20260919T110440Z,cnn_s1_04,val,Log-Mel CNN,0.19235201179981232,0.2720043659210205
seg_000040,sample_00013,Agora - Malaventura,0,0.20035412907600403,cnn_revised_20260919T110440Z,cnn_s1_04,val,Log-Mel CNN,0.19235201179981232,0.2720043659210205
seg_000041,sample_00013,Agora - Malaventura,0,0.21561667323112488,cnn_revised_20260919T110440Z,cnn_s1_04,val,Log-Mel CNN,0.19235201179981232,0.2720043659210205
seg_000081,sample_00027,Beyond Luxury - Mors Ontologica,0,0.0014759331243112683,cnn_revised_20260919T110440Z,cnn_s1_04,val,Log-Mel CNN,0.19235201179981232,0.2720043659210205
seg_000082,sample_00027,Beyond Luxury - Mors Ontologica,0,0.007916446775197983,cnn_revised_20260919T110440Z,cnn_s1_04,val,Log-Mel CNN,0.19235201179981232,0.2720043659210205
seg_000083,sample_00027,Beyond Luxury - Mors Ontologica,0,0.02242465130984783,cnn_revised_20260919T110440Z,cnn_s1_04,val,Log-Mel CNN,0.19235201179981232,0.2720043659210205
seg_000129,sample_00043,CopperNickle - UncleBibby,0,0.0028894077986478806,cnn_revised_20260919T110440Z,cnn_s1_04,val,Log-Mel CNN,0.19235201179981232,0.2720043659210205
seg_000130,sample_00043,CopperNickle - UncleBibby,0,0.008777469396591187,cnn_revised_20260919T110440Z,cnn_s1_04,val,Log-Mel CNN,0.19235201179981232,0.2720043659210205
seg_000131,sample_00043,CopperNickle - UncleBibby,0,0.010323011316359043,cnn_revised_20260919T110440Z,cnn_s1_04,val,Log-Mel CNN,0.19235201179981232,0.2720043659210205
seg_000141,sample_00047,Daylight Savings - My brother Daniel,0,0.03569023311138153,cnn_revised_20260919T110440Z,cnn_s1_04,val,Log-Mel CNN,0.19235201179981232,0.2720043659210205
seg_000142,sample_00047,Daylight Savings - My brother Daniel,0,0.04817637428641319,cnn_revised_20260919T110440Z,cnn_s1_04,val,Log-Mel CNN,0.19235201179981232,0.2720043659210205
seg_000143,sample_00047,Daylight Savings - My brother Daniel,0,0.04039844498038292,cnn_revised_20260919T110440Z,cnn_s1_04,val,Log-Mel CNN,0.19235201179981232,0.2720043659210205
seg_000177,sample_00059,Empty Pockets - Pete Prodoehl,0,0.005976387765258551,cnn_revised_20260919T110440Z,cnn_s1_04,val,Log-Mel CNN,0.19235201179981232,0.2720043659210205
