segment_id,track_id,original_audio_id,label,score,run_id,trial_id,split,model,segment_threshold,track_threshold
seg_000006,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.019977765157818794,cnn_revised_20260919T110440Z,cnn_s1_03,val,Log-Mel CNN,0.14240694046020508,0.20555573950211206
seg_000007,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.04054712876677513,cnn_revised_20260919T110440Z,cnn_s1_03,val,Log-Mel CNN,0.14240694046020508,0.20555573950211206
seg_000008,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.02073727361857891,cnn_revised_20260919T110440Z,cnn_s1_03,val,Log-Mel CNN,0.14240694046020508,0.20555573950211206
seg_000039,sample_00013,Agora - Malaventura,0,0.07762111723423004,cnn_revised_20260919T110440Z,cnn_s1_03,val,Log-Mel CNN,0.14240694046020508,0.20555573950211206
seg_000040,sample_00013,Agora - Malaventura,0,0.1101851537823677,cnn_revised_20260919T110440Z,cnn_s1_03,val,Log-Mel CNN,0.14240694046020508,0.20555573950211206
seg_000041,sample_00013,Agora - Malaventura,0,0.15206663310527802,cnn_revised_20260919T110440Z,cnn_s1_03,val,Log-Mel CNN,0.14240694046020508,0.20555573950211206
seg_000081,sample_00027,Beyond Luxury - Mors Ontologica,0,0.0027554831467568874,cnn_revised_20260919T110440Z,cnn_s1_03,val,Log-Mel CNN,0.14240694046020508,0.20555573950211206
seg_000082,sample_00027,Beyond Luxury - Mors Ontologica,0,0.011168885044753551,cnn_revised_20260919T110440Z,cnn_s1_03,val,Log-Mel CNN,0.14240694046020508,0.20555573950211206
seg_000083,sample_00027,Beyond Luxury - Mors Ontologica,0,0.022271232679486275,cnn_revised_20260919T110440Z,cnn_s1_03,val,Log-Mel CNN,0.14240694046020508,0.20555573950211206
seg_000129,sample_00043,CopperNickle - UncleBibby,0,0.003091728314757347,cnn_revised_20260919T110440Z,cnn_s1_03,val,Log-Mel CNN,0.14240694046020508,0.20555573950211206
seg_000130,sample_00043,CopperNickle - UncleBibby,0,0.02370135672390461,cnn_revised_20260919T110440Z,cnn_s1_03,val,Log-Mel CNN,0.14240694046020508,0.20555573950211206
seg_000131,sample_00043,CopperNickle - UncleBibby,0,0.007395431399345398,cnn_revised_20260919T110440Z,cnn_s1_03,val,Log-Mel CNN,0.14240694046020508,0.20555573950211206
seg_000141,sample_00047,Daylight Savings - My brother Daniel,0,0.07714135199785233,cnn_revised_20260919T110440Z,cnn_s1_03,val,Log-Mel CNN,0.14240694046020508,0.20555573950211206
seg_000142,sample_00047,Daylight Savings - My brother Daniel,0,0.13767649233341217,cnn_revised_20260919T110440Z,cnn_s1_03,val,Log-Mel CNN,0.14240694046020508,0.20555573950211206
