segment_id,track_id,original_audio_id,label,score,run_id,trial_id,split,model,segment_threshold,track_threshold
seg_000006,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.057583779096603394,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000007,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.1784612536430359,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000008,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.12063787877559662,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000039,sample_00013,Agora - Malaventura,0,0.14377665519714355,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000040,sample_00013,Agora - Malaventura,0,0.3041463792324066,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000041,sample_00013,Agora - Malaventura,0,0.37873581051826477,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000081,sample_00027,Beyond Luxury - Mors Ontologica,0,0.0011006691493093967,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000082,sample_00027,Beyond Luxury - Mors Ontologica,0,0.008072905242443085,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000083,sample_00027,Beyond Luxury - Mors Ontologica,0,0.014800682663917542,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000129,sample_00043,CopperNickle - UncleBibby,0,0.033803120255470276,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000130,sample_00043,CopperNickle - UncleBibby,0,0.10767271369695663,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000131,sample_00043,CopperNickle - UncleBibby,0,0.017667734995484352,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000141,sample_00047,Daylight Savings - My brother Daniel,0,0.12048874795436859,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000142,sample_00047,Daylight Savings - My brother Daniel,0,0.19397851824760437,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000143,sample_00047,Daylight Savings - My brother Daniel,0,0.1281057596206665,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000177,sample_00059,Empty Pockets - Pete Prodoehl,0,0.01473590824753046,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000178,sample_00059,Empty Pockets - Pete Prodoehl,0,0.15684430301189423,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
seg_000179,sample_00059,Empty Pockets - Pete Prodoehl,0,0.30789393186569214,cnn_revised_20260919T110440Z,cnn_s2_13,val,Log-Mel CNN,0.32620811462402344,0.41357051332791644
