segment_id,track_id,original_audio_id,label,score,run_id,trial_id,split,model,segment_threshold,track_threshold
seg_000006,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.1071663498878479,cnn_revised_20260919T110440Z,cnn_s1_09,val,Log-Mel CNN,0.2893800139427185,0.2948765854040782
seg_000007,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.14092183113098145,cnn_revised_20260919T110440Z,cnn_s1_09,val,Log-Mel CNN,0.2893800139427185,0.2948765854040782
seg_000008,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.1015934944152832,cnn_revised_20260919T110440Z,cnn_s1_09,val,Log-Mel CNN,0.2893800139427185,0.2948765854040782
seg_000039,sample_00013,Agora - Malaventura,0,0.2750605642795563,cnn_revised_20260919T110440Z,cnn_s1_09,val,Log-Mel CNN,0.2893800139427185,0.2948765854040782
seg_000040,sample_00013,Agora - Malaventura,0,0.22702744603157043,cnn_revised_20260919T110440Z,cnn_s1_09,val,Log-Mel CNN,0.2893800139427185,0.2948765854040782
seg_000041,sample_00013,Agora - Malaventura,0,0.26590630412101746,cnn_revised_20260919T110440Z,cnn_s1_09,val,Log-Mel CNN,0.2893800139427185,0.2948765854040782
seg_000081,sample_00027,Beyond Luxury - Mors Ontologica,0,0.03593447431921959,cnn_revised_20260919T110440Z,cnn_s1_09,val,Log-Mel CNN,0.2893800139427185,0.2948765854040782
seg_000082,sample_00027,Beyond Luxury - Mors Ontologica,0,0.05109921842813492,cnn_revised_20260919T110440Z,cnn_s1_09,val,Log-Mel CNN,0.2893800139427185,0.2948765854040782
seg_000083,sample_00027,Beyond Luxury - Mors Ontologica,0,0.06910379976034164,cnn_revised_20260919T110440Z,cnn_s1_09,val,Log-Mel CNN,0.2893800139427185,0.2948765854040782
seg_000129,sample_00043,CopperNickle - UncleBibby,0,0.11901546269655228,cnn_revised_20260919T110440Z,cnn_s1_09,val,Log-Mel CNN,0.2893800139427185,0.2948765854040782
seg_000130,sample_00043,CopperNickle - UncleBibby,0,0.21926410496234894,cnn_revised_20260919T110440Z,cnn_s1_09,val,Log-Mel CNN,0.2893800139427185,0.2948765854040782
