segment_id,track_id,original_audio_id,label,score,run_id,trial_id,split,model,segment_threshold,track_threshold
seg_000006,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.004477416630834341,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000007,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.02352815493941307,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000008,sample_00002,2 (Wasn't There) - Isle of Pine,0,0.009390230290591717,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000039,sample_00013,Agora - Malaventura,0,0.04405771568417549,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000040,sample_00013,Agora - Malaventura,0,0.09020563215017319,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000041,sample_00013,Agora - Malaventura,0,0.1234462782740593,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000081,sample_00027,Beyond Luxury - Mors Ontologica,0,0.0004170176980551332,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000082,sample_00027,Beyond Luxury - Mors Ontologica,0,0.003190473187714815,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000083,sample_00027,Beyond Luxury - Mors Ontologica,0,0.008780693635344505,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000129,sample_00043,CopperNickle - UncleBibby,0,0.0016016564331948757,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000130,sample_00043,CopperNickle - UncleBibby,0,0.011037023738026619,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000131,sample_00043,CopperNickle - UncleBibby,0,0.003807750530540943,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000141,sample_00047,Daylight Savings - My brother Daniel,0,0.03665981441736221,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000142,sample_00047,Daylight Savings - My brother Daniel,0,0.06031540036201477,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000143,sample_00047,Daylight Savings - My brother Daniel,0,0.05394468829035759,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000177,sample_00059,Empty Pockets - Pete Prodoehl,0,0.002377924509346485,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000178,sample_00059,Empty Pockets - Pete Prodoehl,0,0.035691775381565094,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000179,sample_00059,Empty Pockets - Pete Prodoehl,0,0.06070993095636368,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000195,sample_00065,Evil Cannot Create - Caleb Lemond,0,0.0441327840089798,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000196,sample_00065,Evil Cannot Create - Caleb Lemond,0,0.6426236033439636,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000197,sample_00065,Evil Cannot Create - Caleb Lemond,0,0.3257337510585785,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000201,sample_00067,Fear - Los Fancy Free,0,0.0004499019414652139,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000202,sample_00067,Fear - Los Fancy Free,0,0.00271368445828557,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000203,sample_00067,Fear - Los Fancy Free,0,0.003897450165823102,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000204,sample_00068,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,0,0.7628290057182312,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000205,sample_00068,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,0,0.8201867341995239,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
seg_000206,sample_00068,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,0,0.7532841563224792,cnn_revised_20260919T110440Z,cnn_s2_15,val,Log-Mel CNN,0.12275417894124985,0.17832201719284058
