track_id,original_audio_id,label,score,n_segments,prediction,run_id,model,variant,split,threshold
sample_00002,2 (Wasn't There) - Isle of Pine,0,-0.2875637352132015,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00013,Agora - Malaventura,0,-0.00991319160552421,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00027,Beyond Luxury - Mors Ontologica,0,-1.247094056845475,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00043,CopperNickle - UncleBibby,0,0.2911953048078236,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00047,Daylight Savings - My brother Daniel,0,0.4798602871433136,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00059,Empty Pockets - Pete Prodoehl,0,-0.8960121170755032,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00065,Evil Cannot Create - Caleb Lemond,0,-0.06596244702752563,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00067,Fear - Los Fancy Free,0,-0.8299756375797224,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00068,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,0,1.2092722060974317,3,1,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00080,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,0,-0.5155221439865583,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00095,I Fell - Mod Fun,0,-1.4918000217471332,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00099,If You're Ther - Nicola Ratti,0,-0.6373031111410102,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00114,Kumorizoranohajimarutokoro - Hosomi,0,-0.3836649815209885,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00128,Lights Up - Pipe Choir,0,-0.9440577399082765,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00133,Loved Ones - Rowan Box,0,0.2741078162370225,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00136,March of the GPA Mechanics - [t]ghost,0,0.06653155194529514,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00142,Morning Bell - Nihilore,0,-0.8509706461542418,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00147,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,0,-1.6541315138049253,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00151,New Life (take 1) - Bird Names,0,-1.2956613262767214,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00153,Night Drive - Decktonic,0,0.36822627149982917,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00156,Norweigian Wood II - Bird Names,0,-1.6258375006935306,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00160,Nuo Maisemat - Paavoharju,0,0.5902941329682969,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00179,Redlight - Room For A Ghost,0,-1.3844509219046863,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00185,Roller Star - Monroeville Music Center,0,-1.0951300745671773,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00187,"Roundtrip - Oh Yeah, the Future",0,-1.5024227380777642,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00190,SD (Ill Mix) - H-LR,0,-0.3821996721090586,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00192,Scramby Eggs - Andy G. Cohen,0,-0.2025267408335957,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00200,Shipwrecked Crew - Pete Prodoehl,0,0.0684837231117707,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00205,Soleares&beats - Malaventura,0,0.226694461871589,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00211,Stockholm Syndrome / People Should Be More Aware - Bird Names,0,-1.7671561971176517,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00215,Sturgeon's Law - Nihilore,0,-0.34642689766142265,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00242,The Stairway - WarpToken,0,0.6384009345357369,3,1,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00243,The girl just faded - Los Llamarada,0,-0.8105826460942039,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00245,Three Bird - My brother Daniel,0,0.23382929282824605,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00246,Time Is Love - Silence is full of birds,0,-1.1548106153127347,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00248,Timen Passing By - Jason Shaw,0,0.6577505959481632,3,1,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00255,Understand That This Is A Dream - From the album Modulating Coil [RSVP008] - Forrest James,0,-0.26757756760260293,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00261,Voxel - Andy G. Cohen,0,-0.5752375912979306,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00267,Westside Chillers - Little Glass Men,0,0.539129897363097,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00273,Windows of the Skull - Sarin,0,-0.408866128281127,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00286,mystery team 2090 - Jesse Futerman,0,0.07935636352112262,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00290,some dextromethorphan - Jeva,0,-0.09561885614571157,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00292,В Наших Сердцах - Чокнутый Пропеллер,0,-0.8938228220684364,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00295,Новый Нью-Йорк 2 - Чокнутый Пропеллер,0,-0.8754061244216755,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00299,2 (Wasn't There) - Isle of Pine,1,1.00694978103506,3,1,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00306,Agora - Malaventura,1,1.774420633335156,3,1,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00323,Beyond Luxury - Mors Ontologica,1,1.6713129038304457,3,1,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00338,CopperNickle - UncleBibby,1,1.3141013583833312,3,1,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00343,Daylight Savings - My brother Daniel,1,0.9616419415117615,3,1,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00355,Empty Pockets - Pete Prodoehl,1,1.022767559551687,3,1,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00361,Evil Cannot Create - Caleb Lemond,1,1.18193378669943,3,1,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00363,Fear - Los Fancy Free,1,1.2530977915883323,3,1,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00364,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,1,1.6076371223243484,3,1,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00376,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,1,0.48617492203143264,3,0,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00387,If You're Ther - Nicola Ratti,1,1.4337763212549317,3,1,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
sample_00397,I Fell - Mod Fun,1,1.737475495670757,3,1,classical_20260919T110356Z,RBF-SVM,baseline,val,0.5926040940819256
